AÑO;DISTRITO;BARRIO;Pais origen España;Origen Resto países de Europa;Pais origen América del Norte;Pais origen América Central;Pais origen América del Sur;Pais origen África;Pais origen Asia;Pais origen Oceanía
2017;14. Moratalaz;143. Marroquina;467;20;5;5;10;3;1;0
2017;14. Moratalaz;144. Media Legua;408;15;7;4;11;0;5;0
2017;14. Moratalaz;145. Fontarrón;435;21;6;7;25;0;0;0
2017;14. Moratalaz;146. Vinateros;376;10;0;3;15;0;0;0
2017;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;
2017;15. Ciudad Lineal;15. Ciudad Lineal;5.652;287;124;65;252;21;55;15
2017;15. Ciudad Lineal;151. Ventas;1.256;44;21;13;64;3;3;2
2017;15. Ciudad Lineal;152. Pueblo Nuevo;1.618;66;17;24;81;3;13;1
2017;15. Ciudad Lineal;153. Quintana;729;31;14;7;30;2;5;4
2017;15. Ciudad Lineal;154. Concepción;579;26;11;4;19;0;2;0
2017;15. Ciudad Lineal;155. San Pascual;473;43;10;4;6;3;4;0
2017;15. Ciudad Lineal;156. San Juan Bautista;322;19;12;0;18;1;12;4
2017;15. Ciudad Lineal;157. Colina;159;14;8;1;10;1;2;0
2017;15. Ciudad Lineal;158. Atalaya;55;2;7;2;3;2;0;0
2017;15. Ciudad Lineal;159. Costillares;461;42;24;10;21;6;14;4
2017;16. Hortaleza;16. Hortaleza;;;;;;;;
2017;16. Hortaleza;16. Hortaleza;4.841;287;115;31;114;19;86;7
2017;16. Hortaleza;161. Palomas;132;22;11;1;2;0;2;0
2017;16. Hortaleza;162. Piovera;281;48;27;0;13;6;17;0
2017;16. Hortaleza;163. Canillas;927;49;16;10;19;3;4;1
2017;16. Hortaleza;164. Pinar del Rey;1.280;44;17;14;39;4;5;2
2017;16. Hortaleza;165. Apóstol Santiago;474;30;9;1;12;2;11;1
2017;16. Hortaleza;166. Valdefuentes;1.747;94;35;5;29;4;47;3
2017;17. Villaverde;17. Villaverde;;;;;;;;
2017;17. Villaverde;17. Villaverde;4.591;186;32;45;162;8;10;1
2017;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;1.571;69;8;14;40;2;0;0
2017;17. Villaverde;172. San Cristóbal;663;26;3;11;28;0;2;0
2017;17. Villaverde;173. Butarque;542;20;1;2;18;3;0;0
2017;17. Villaverde;174. Los Rosales;1.008;44;12;10;31;2;7;1
2017;17. Villaverde;175. Ángeles;807;27;8;8;45;1;1;0
2017;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;
2017;18. Villa de Vallecas;18. Villa de Vallecas;3.066;88;23;14;74;6;17;1
2017;18. Villa de Vallecas;181. Casco Histórico de Vallecas;994;35;5;8;33;0;6;0
2017;18. Villa de Vallecas;182. Santa Eugenia;486;21;2;2;9;1;3;1
2017;18. Villa de Vallecas;183. Ensanche de Vallecas;1.586;32;16;4;32;5;8;0
2017;19. Vicálvaro;19. Vicálvaro;;;;;;;;
2017;19. Vicálvaro;19. Vicálvaro;1.706;47;31;8;50;14;4;0
2017;19. Vicálvaro;191. Casco Histórico de Vicálvaro;954;28;16;8;34;5;0;0
2017;19. Vicálvaro;192. Valdebernardo;376;8;9;0;6;6;3;0
2017;19. Vicálvaro;193. Valderribas;345;10;6;0;10;3;1;0
2017;19. Vicálvaro;194. El Cañaveral;31;1;0;0;0;0;0;0
2017;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;
2017;20. San Blas-Canillejas;20. San Blas-Canillejas;4.234;154;40;36;157;7;21;3
2017;20. San Blas-Canillejas;201. Simancas;860;33;9;8;41;0;2;0
2017;20. San Blas-Canillejas;202. Hellín;227;5;3;8;9;1;0;0
2017;20. San Blas-Canillejas;203. Amposta;235;6;1;4;10;0;0;1
2017;20. San Blas-Canillejas;204. Arcos;531;16;3;5;11;1;0;1
2017;20. San Blas-Canillejas;205. Rosas;608;20;3;2;23;1;9;0
2017;20. San Blas-Canillejas;206. Rejas;828;19;10;2;25;1;5;0
2017;20. San Blas-Canillejas;207. Canillejas;763;36;3;5;30;1;2;0
2017;20. San Blas-Canillejas;208. El Salvador;182;19;8;2;8;2;3;1
2017;21. Barajas;21. Barajas;;;;;;;;
2017;21. Barajas;21. Barajas;1.210;54;20;5;32;2;21;0
2017;21. Barajas;211. Alameda de Osuna;356;22;6;2;11;0;10;0
2017;21. Barajas;212. Aeropuerto;73;5;0;0;4;0;0;0
2017;21. Barajas;213. Casco Histórico de Barajas;255;11;5;2;5;1;2;0
2017;21. Barajas;214. Timón;360;10;1;1;5;1;6;0
2017;21. Barajas;215. Corralejos;166;6;8;0;7;0;3;0
2019;01. Centro;01. Centro;;;;;;;;
2019;01. Centro;01. Centro;4.700;400;164;41;142;73;27;9
2019;01. Centro;011. Palacio;734;51;31;7;21;15;4;1
2019;01. Centro;012. Embajadores;1.789;144;36;14;38;14;8;5
2019;01. Centro;013. Cortes;346;45;20;3;16;7;2;1
2019;01. Centro;014. Justicia;539;52;32;1;26;17;5;0
2019;01. Centro;015. Universidad;1.065;88;35;10;29;14;7;1
2019;01. Centro;016. Sol;227;20;10;6;12;6;1;1
2019;02. Arganzuela;02. Arganzuela;;;;;;;;
2019;02. Arganzuela;02. Arganzuela;4.251;251;86;41;115;45;17;14
2019;02. Arganzuela;021. Imperial;530;39;14;2;16;3;10;0
2019;02. Arganzuela;022. Acacias;802;45;26;11;18;4;3;8
2019;02. Arganzuela;023. Chopera;664;32;6;3;19;4;0;1
2019;02. Arganzuela;024. Legazpi;544;29;10;4;14;14;0;1
2019;02. Arganzuela;025. Delicias;844;56;20;11;23;10;2;2
2019;02. Arganzuela;026. Palos de Moguer;859;50;10;10;25;10;2;2
2019;02. Arganzuela;027. Atocha;8;0;0;0;0;0;0;0
2019;03. Retiro;03. Retiro;;;;;;;;
2019;03. Retiro;03. Retiro;2.657;240;117;24;101;56;15;14
2019;03. Retiro;031. Pacífico;855;56;30;3;28;18;3;3
2019;03. Retiro;032. Adelfas;431;48;11;4;6;2;0;3
2019;03. Retiro;033. Estrella;357;46;25;3;11;5;2;4
2019;03. Retiro;034. Ibiza;548;32;27;10;30;13;6;2
2019;03. Retiro;035. Los Jerónimos;223;21;10;3;19;6;2;0
2019;03. Retiro;036. Niño Jesús;243;37;14;1;7;12;2;2
2019;04. Salamanca;04. Salamanca;;;;;;;;
2019;04. Salamanca;04. Salamanca;3.730;359;205;59;259;83;18;12
2019;04. Salamanca;041. Recoletos;369;64;46;7;43;7;3;3
2019;04. Salamanca;042. Goya;805;83;33;6;59;19;9;2
2019;04. Salamanca;043. Fuente del Berro;547;36;21;5;26;10;1;2
2019;04. Salamanca;044. Guindalera;1.049;84;25;20;52;17;4;3
2019;04. Salamanca;045. Lista;555;47;40;13;39;14;0;1
2019;04. Salamanca;046. Castellana;405;45;40;8;40;16;1;1
2019;05. Chamartín;05. Chamartín;;;;;;;;
2019;05. Chamartín;05. Chamartín;3.416;383;141;20;133;66;20;17
2019;05. Chamartín;051. El Viso;344;59;27;5;16;14;2;2
2019;05. Chamartín;052. Prosperidad;959;74;18;7;31;15;2;5
2019;05. Chamartín;053. Ciudad Jardín;474;48;19;2;17;2;2;0
2019;05. Chamartín;054. Hispanoamérica;693;101;36;2;22;7;8;4
2019;05. Chamartín;055. Nueva España;512;52;31;3;31;17;4;4
2019;05. Chamartín;056. Castilla;434;49;10;1;16;11;2;2
2019;06. Tetuán;06. Tetuán;;;;;;;;
2019;06. Tetuán;06. Tetuán;5.252;340;111;71;199;63;21;11
2019;06. Tetuán;061. Bellas Vistas;902;71;26;23;45;7;2;0
2019;06. Tetuán;062. Cuatro Caminos;1.042;92;24;13;45;10;7;2
2019;06. Tetuán;063. Castillejos;627;51;25;8;26;10;1;0
2019;06. Tetuán;064. Almenara;788;50;11;7;17;7;6;2
2019;06. Tetuán;065. Valdeacederas;1.031;33;14;7;29;10;4;4
2019;06. Tetuán;066. Berruguete;862;43;11;13;37;19;1;3
2019;07. Chamberí;07. Chamberí;;;;;;;;
2019;07. Chamberí;07. Chamberí;4.012;378;166;47;137;80;22;22
2019;07. Chamberí;071. Gaztambide;695;56;16;9;29;19;3;2
2019;07. Chamberí;072. Arapiles;786;52;31;9;22;17;2;8
2019;07. Chamberí;073. Trafalgar;783;54;24;8;17;10;5;3
2019;07. Chamberí;074. Almagro;456;68;30;4;25;10;3;3
2019;07. Chamberí;075. Ríos Rosas;760;81;39;10;25;18;4;3
2019;07. Chamberí;076. Vallehermoso;532;67;26;7;19;6;5;3
2019;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;
2019;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;6.580;433;149;38;156;87;24;15
2019;08. Fuencarral-El Pardo;081. El Pardo;156;1;7;1;4;0;1;0
2019;08. Fuencarral-El Pardo;082. Fuentelarreina;66;5;1;0;4;0;2;0
2019;08. Fuencarral-El Pardo;083. Peñagrande;1.022;80;13;8;21;18;3;6
2019;08. Fuencarral-El Pardo;084. Pilar;1.228;49;15;8;24;9;4;0
2019;08. Fuencarral-El Pardo;085. La Paz;677;89;25;3;16;17;7;4
2019;08. Fuencarral-El Pardo;086. Valverde;2.322;79;44;14;75;22;3;1
2019;08. Fuencarral-El Pardo;087. Mirasierra;531;78;37;4;8;13;3;4
2019;08. Fuencarral-El Pardo;088. El Goloso;578;52;7;0;4;8;1;0
2019;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;
2019;09. Moncloa-Aravaca;09. Moncloa-Aravaca;3.401;269;105;28;83;78;13;23
2019;09. Moncloa-Aravaca;091. Casa de Campo;363;23;6;5;12;8;0;1
2019;09. Moncloa-Aravaca;092. Argüelles;734;64;16;2;17;19;3;4
2019;09. Moncloa-Aravaca;093. Ciudad Universitaria;393;35;15;3;12;4;3;7
2019;09. Moncloa-Aravaca;094. Valdezarza;727;45;10;5;18;21;1;0
2019;09. Moncloa-Aravaca;095. Valdemarín;204;31;17;2;3;6;0;0
2019;09. Moncloa-Aravaca;096. El Plantío;99;4;8;0;1;13;1;2
2019;09. Moncloa-Aravaca;097. Aravaca;881;67;33;11;20;7;5;9
2019;10. Latina;10. Latina;;;;;;;;
2019;10. Latina;10. Latina;7.095;312;86;66;210;41;15;7
2019;10. Latina;101. Los Cármenes;521;29;11;4;17;3;1;1
2019;10. Latina;102. Puerta del Ángel;1.462;82;18;16;54;13;2;0
2019;10. Latina;103. Lucero;1.083;28;12;7;36;11;5;3
2019;10. Latina;104. Aluche;1.738;85;13;21;46;7;3;1
2019;10. Latina;105. Campamento;745;25;17;9;15;0;0;0
2019;10. Latina;106. Cuatro Vientos;202;4;0;2;5;0;0;0
2019;10. Latina;107. Águilas;1.344;59;15;7;37;7;4;2
2019;11. Carabanchel;11. Carabanchel;;;;;;;;
2019;11. Carabanchel;11. Carabanchel;8.688;258;72;81;270;41;9;7
2019;11. Carabanchel;111. Comillas;726;22;13;14;14;5;3;0
2019;11. Carabanchel;112. Opañel;1.108;28;16;15;39;8;2;1
2019;11. Carabanchel;113. San Isidro;1.314;35;8;15;42;5;0;2
2019;11. Carabanchel;114. Vista Alegre;1.485;54;19;12;69;3;0;2
2019;11. Carabanchel;115. Puerta Bonita;1.321;39;7;12;42;3;1;0
2019;11. Carabanchel;116. Buenavista;1.623;51;5;7;26;5;2;1
2019;11. Carabanchel;117. Abrantes;1.111;29;4;6;38;12;1;1
2019;12. Usera;12. Usera;;;;;;;;
2019;12. Usera;12. Usera;4.781;139;40;43;164;16;2;0
2019;12. Usera;121. Orcasitas;575;16;2;4;12;2;0;0
2019;12. Usera;122. Orcasur;499;15;0;2;13;3;0;0
2019;12. Usera;123. San Fermín;687;28;14;7;21;3;2;0
2019;12. Usera;124. Almendrales;772;28;4;6;40;2;0;0
2019;12. Usera;125. Moscardó;974;23;10;9;33;2;0;0
2019;12. Usera;126. Zofío;507;6;1;2;19;2;0;0
2019;12. Usera;127. Pradolongo;767;23;9;13;26;2;0;0
2019;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;
2019;13. Puente de Vallecas;13. Puente de Vallecas;7.748;229;60;82;228;33;20;6
2019;13. Puente de Vallecas;131. Entrevías;1.051;23;6;7;34;1;9;1
2019;13. Puente de Vallecas;132. San Diego;1.783;72;19;21;63;3;4;1
2019;13. Puente de Vallecas;133. Palomeras Bajas;1.090;26;16;10;25;8;1;2
2019;13. Puente de Vallecas;134. Palomeras Sureste;1.273;32;9;9;31;6;1;0
2019;13. Puente de Vallecas;135. Portazgo;901;32;5;12;15;4;3;1
2019;13. Puente de Vallecas;136. Numancia;1.650;44;5;23;60;11;2;1
2019;14. Moratalaz;14. Moratalaz;;;;;;;;
2019;14. Moratalaz;14. Moratalaz;2.089;107;27;27;109;16;8;2
2019;14. Moratalaz;141. Pavones;217;9;2;3;9;0;0;1
2019;14. Moratalaz;142. Horcajo;121;9;0;0;5;1;1;0
2019;14. Moratalaz;143. Marroquina;497;34;6;2;13;9;3;1
2019;14. Moratalaz;144. Media Legua;398;29;6;8;17;4;0;0
2019;14. Moratalaz;145. Fontarrón;483;13;5;6;38;0;0;0
2019;14. Moratalaz;146. Vinateros;373;13;8;8;27;2;4;0
2019;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;
2019;15. Ciudad Lineal;15. Ciudad Lineal;5.987;359;126;61;277;72;26;10
2019;15. Ciudad Lineal;151. Ventas;1.379;54;18;15;71;6;6;2
2019;15. Ciudad Lineal;152. Pueblo Nuevo;1.825;76;38;18;107;15;2;1
2019;15. Ciudad Lineal;153. Quintana;746;30;16;10;36;0;0;1
2019;15. Ciudad Lineal;154. Concepción;599;38;9;7;23;11;1;2
2019;15. Ciudad Lineal;155. San Pascual;430;39;8;6;9;12;5;1
2019;15. Ciudad Lineal;156. San Juan Bautista;295;39;5;1;10;3;1;1
2019;15. Ciudad Lineal;157. Colina;177;16;4;0;5;5;4;0
2019;15. Ciudad Lineal;158. Atalaya;46;5;5;1;7;9;1;0
2019;15. Ciudad Lineal;159. Costillares;490;62;23;3;9;11;6;2
2019;16. Hortaleza;16. Hortaleza;;;;;;;;
2019;16. Hortaleza;16. Hortaleza;5.109;393;134;33;136;72;21;15
2019;16. Hortaleza;161. Palomas;94;25;9;3;11;1;2;0
2019;16. Hortaleza;162. Piovera;297;64;20;4;7;10;7;4
2019;16. Hortaleza;163. Canillas;949;52;16;4;24;13;5;3
2019;16. Hortaleza;164. Pinar del Rey;1.407;71;29;12;34;6;3;1
2019;16. Hortaleza;165. Apóstol Santiago;505;44;3;1;10;3;1;3
2019;16. Hortaleza;166. Valdefuentes;1.857;137;57;9;50;39;3;4
2019;17. Villaverde;17. Villaverde;;;;;;;;
2019;17. Villaverde;17. Villaverde;4.978;184;27;75;129;16;14;4
2019;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;1.609;49;6;25;39;5;4;2
2019;17. Villaverde;172. San Cristóbal;788;29;1;17;18;1;2;0
2019;17. Villaverde;173. Butarque;563;11;3;5;6;2;2;0
2019;17. Villaverde;174. Los Rosales;1.157;64;13;16;37;2;5;2
2019;17. Villaverde;175. Ángeles;861;31;4;12;29;6;1;0
2019;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;
2019;18. Villa de Vallecas;18. Villa de Vallecas;3.559;106;17;24;84;11;3;1
2019;18. Villa de Vallecas;181. Casco Histórico de Vallecas;1.294;38;3;19;42;3;0;1
2019;18. Villa de Vallecas;182. Santa Eugenia;535;24;2;2;7;3;0;0
2019;18. Villa de Vallecas;183. Ensanche de Vallecas;1.730;44;12;3;35;5;3;0
2019;19. Vicálvaro;19. Vicálvaro;;;;;;;;
2019;19. Vicálvaro;19. Vicálvaro;1.911;84;18;10;51;13;2;1
2019;19. Vicálvaro;191. Casco Histórico de Vicálvaro;1.088;34;8;6;29;5;0;1
2019;19. Vicálvaro;192. Valdebernardo;404;24;4;3;10;2;2;0
2019;19. Vicálvaro;193. Valderribas;352;24;6;1;11;6;0;0
2019;19. Vicálvaro;194. El Cañaveral;67;2;0;0;1;0;0;0
2019;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;
2019;20. San Blas-Canillejas;20. San Blas-Canillejas;4.583;192;52;36;146;48;15;7
2019;20. San Blas-Canillejas;201. Simancas;895;42;19;7;37;7;1;2
2019;20. San Blas-Canillejas;202. Hellín;268;7;2;7;12;2;0;0
2019;20. San Blas-Canillejas;203. Amposta;310;11;0;3;10;0;1;0
2019;20. San Blas-Canillejas;204. Arcos;578;21;5;9;15;1;6;0
2019;20. San Blas-Canillejas;205. Rosas;620;36;8;3;13;8;1;3
2019;20. San Blas-Canillejas;206. Rejas;790;10;3;2;23;26;2;1
2019;20. San Blas-Canillejas;207. Canillejas;917;37;13;2;27;1;3;1
2019;20. San Blas-Canillejas;208. El Salvador;205;28;2;3;9;3;1;0
2019;21. Barajas;21. Barajas;;;;;;;;
2019;21. Barajas;21. Barajas;1.347;86;33;8;24;30;7;4
2019;21. Barajas;211. Alameda de Osuna;427;46;12;5;7;7;6;2
2019;21. Barajas;212. Aeropuerto;86;3;1;0;2;0;0;0
2019;21. Barajas;213. Casco Histórico de Barajas;332;8;1;1;3;3;1;0
2019;21. Barajas;214. Timón;342;22;11;2;6;7;0;1
2019;21. Barajas;215. Corralejos;160;7;8;0;6;13;0;1
2018;01. Centro;01. Centro;;;;;;;;
2018;01. Centro;01. Centro;5.600;291;70;23;93;34;21;1
2018;01. Centro;011. Palacio;933;37;10;7;14;5;1;0
2018;01. Centro;012. Embajadores;1.875;124;14;5;29;6;3;1
2018;01. Centro;013. Cortes;454;37;8;0;5;0;5;0
2018;01. Centro;014. Justicia;668;37;11;4;19;10;6;0
2018;01. Centro;015. Universidad;1.323;53;25;6;21;9;4;0
2018;01. Centro;016. Sol;347;3;2;1;5;4;2;0
2018;02. Arganzuela;02. Arganzuela;;;;;;;;
2018;02. Arganzuela;02. Arganzuela;4.980;159;48;23;58;28;7;5
2018;02. Arganzuela;021. Imperial;668;21;5;4;13;0;4;1
2018;02. Arganzuela;022. Acacias;1.011;38;15;0;4;4;1;0
2018;02. Arganzuela;023. Chopera;699;24;2;7;13;7;0;1
2018;02. Arganzuela;024. Legazpi;659;14;5;3;6;4;1;0
2018;02. Arganzuela;025. Delicias;1.004;29;10;4;15;7;1;1
2018;02. Arganzuela;026. Palos de Moguer;912;33;11;4;7;5;0;2
2018;02. Arganzuela;027. Atocha;27;0;0;1;0;1;0;0
2018;03. Retiro;03. Retiro;;;;;;;;
2018;03. Retiro;03. Retiro;3.300;147;51;11;41;19;4;10
2018;03. Retiro;031. Pacífico;1.051;43;9;4;11;3;0;5
2018;03. Retiro;032. Adelfas;500;19;2;2;7;4;0;0
2018;03. Retiro;033. Estrella;454;23;7;1;8;2;0;0
2018;03. Retiro;034. Ibiza;734;30;10;2;7;4;4;4
2018;03. Retiro;035. Los Jerónimos;216;18;10;1;4;0;0;0
2018;03. Retiro;036. Niño Jesús;345;14;13;1;4;6;0;1
2018;04. Salamanca;04. Salamanca;;;;;;;;
2018;04. Salamanca;04. Salamanca;4.455;275;122;35;121;56;12;7
2018;04. Salamanca;041. Recoletos;439;49;19;5;20;7;0;2
2018;04. Salamanca;042. Goya;987;52;18;7;28;12;3;1
2018;04. Salamanca;043. Fuente del Berro;686;34;14;3;8;6;1;0
